x,y
0.9110475547,9.24E-06
0.9315079672,9.26E-06
0.9519683799,9.27E-06
0.9724287927,9.28E-06
0.9928892057,9.29E-06
1.013349619,9.29E-06
1.033810032,9.30E-06
1.054270445,9.30E-06
1.074730858,9.31E-06
1.095191271,9.31E-06
1.115651685,9.32E-06
1.136112516,9.81E-06
1.156573434,9.80E-06
1.177033839,9.87E-06
1.197494245,9.93E-06
1.217954653,9.97E-06
1.238415062,1.00E-05
1.258875473,1.00E-05
1.279335884,1.01E-05
1.299796295,1.01E-05
1.320256707,1.01E-05
1.34071712,1.01E-05
1.361177532,1.01E-05
1.381637945,1.02E-05
1.402098358,1.02E-05
1.422558771,1.02E-05
1.443019184,1.02E-05
1.463479597,1.02E-05
1.48394001,1.02E-05
1.504400424,1.02E-05
1.524860837,1.02E-05
1.539135316,1.01E-05
1.542950175,-2.02E-06
1.543309187,-4.43E-06
1.543322828,-3.87E-06
1.543336138,-3.01E-06
1.543349231,-1.87E-06
1.543362096,-4.53E-07
1.543374724,1.23E-06
1.543387106,3.17E-06
1.555265462,0.002494238053
1.574990053,0.006127452426
1.595111801,0.009824786574
1.615234066,0.0135217872
1.635356411,0.01721837506
1.655478835,0.02091455074
1.675601337,0.02461031469
1.695723918,0.02830566725
1.715846575,0.03200060867
1.735969309,0.03569513914
1.75609212,0.03938925879
1.776215007,0.04308296773
1.79633797,0.04677626603
1.816461008,0.05046915374
1.836584123,0.05416163091
1.856707313,0.05785369755
1.87683601,0.06156067903
1.896973876,0.06524995606
1.917137818,0.06893002273
1.937262651,0.07261364052
1.957387465,0.07629682795
1.977512356,0.07997960373
1.997637323,0.08366196807
2.017762367,0.08734392115
2.037887488,0.09102546306
2.058012684,0.09470659389
2.078137955,0.09838731371
2.098263303,0.1020676226
2.118388726,0.1057475205
2.138512073,0.1094259432
2.158645116,0.1131242403
2.17879781,0.1168144212
2.19894216,0.1204806476
2.219069335,0.1241509051
2.239196578,0.1278207449
2.259323902,0.1314901709
2.279451305,0.1351591837
2.299745386,0.1387501125
2.320049672,0.1418661537
2.340370032,0.144523061
2.360718386,0.1467213726
2.381110998,0.1484579755
2.401537535,0.1497319876
2.421987508,0.1505427536
2.442583037,0.1510702722
2.463036481,0.1515954406
2.483489927,0.1521200987
2.49777371,0.1522392028
2.501540823,0.1522831651
2.501733261,0.1522864851
2.50174655,0.1522874255
2.501759577,0.1522886392
2.501772375,0.1522901256
2.501784936,0.1522918743
2.501797249,0.1522938749
2.513664215,0.1548534385
2.533361154,0.1585771616
2.553462869,0.162383083
2.573564857,0.1661886319
2.593666926,0.1699937724
2.613769075,0.173798505
2.633871303,0.1776028299
2.653973609,0.1814067474
2.674075994,0.1852102577
2.694178457,0.1890133608
2.714280998,0.1928160568
2.734383616,0.1966183459
2.754486311,0.2004202281
2.774589084,0.2042217034
2.794691934,0.2080227718
2.814800016,0.2118372102
2.834902879,0.2156353409
2.855006333,0.2194331968
2.875109864,0.2232306451
2.895201571,0.2269231485
2.915408872,0.2301506612
2.935836314,0.2330350054
2.956130602,0.2359245625
2.976388095,0.2387956376
2.99664506,0.2416661779
3.016902091,0.244536279
3.037159188,0.2474059413
3.057435379,0.2501399929
3.077775939,0.2524018209
3.098163059,0.2542021727
3.118585548,0.2555400449
3.139032918,0.2564147489
3.159494671,0.2568258334
3.1799603,0.2567730845
3.200430671,0.2562584773
3.220872549,0.2552790781
3.24154824,0.2539716551
3.262021244,0.252676775
3.282477116,0.2513726307
3.302941803,0.250054452
3.32338878,0.2487456523
3.343826812,0.2474321941
3.364279761,0.2461604293
3.384732016,0.2448954783
3.40518291,0.243610934
3.425628885,0.2423474916
3.439886141,0.2420004577
3.44356455,0.2418425689
3.443872617,0.2418321045
3.443870662,0.2418321377
3.443876956,0.241832197
3.456135923,0.2422182372
3.476368403,0.2427899099
3.496820503,0.2433631553
3.517272658,0.2439358951
3.537724832,0.2445081289
3.558177023,0.245079857
3.578629231,0.2456510797
3.599081454,0.246221797
3.619533694,0.2467920093
3.639985949,0.2473617165
3.660438218,0.2479309188
3.680890503,0.2484996161
3.701342802,0.2490678086
3.721795116,0.2496354962
3.742247444,0.250202679
3.762716548,0.2507766807
3.783170669,0.2513399229
3.8036231,0.2519026902
3.824075551,0.2524649509
3.84452802,0.2530267054
3.864980506,0.2535879539
3.885433008,0.2541486968
3.905885526,0.2547089341
3.926338059,0.2552686661
3.946790607,0.2558278927
3.96724317,0.2563866142
3.987695748,0.2569448305
4.00814834,0.2575025416
4.028600946,0.2580597476
4.049053566,0.2586164485
4.06952445,0.2591793145
4.089977384,0.2597321161
4.110430107,0.2602843985
4.130882848,0.260836174
4.151335607,0.2613874432
4.171788382,0.2619382062
4.192241174,0.2624884633
4.212693981,0.2630382147
4.233146802,0.2635874604
4.253599639,0.2641362005
4.27405249,0.2646844352
4.294505355,0.2652321644
4.314958234,0.2657793882
4.335411127,0.2663261066
4.355861562,0.2668714204
4.376335415,0.2674240988
4.396788435,0.2679663988
4.417241443,0.2685081901
4.43769447,0.2690494745
4.458147513,0.2695902521
4.478600573,0.2701305234
4.499053648,0.2706702886
4.519506739,0.2712095478
4.539959844,0.271748301
4.560412963,0.2722865485
4.580866097,0.2728242902
4.601319244,0.2733615261
4.621772406,0.2738982564
4.642225581,0.274434481
4.662681674,0.2749703694
4.683150468,0.2755108756
4.703603742,0.2760426774
4.72405703,0.2765739715
4.744510337,0.2771047583
4.76496366,0.2776350384
4.785416999,0.2781648118
4.805870353,0.2786940788
4.826323722,0.2792228396
4.846777105,0.2797510942
4.867230502,0.2802788427
4.887683913,0.2808060852
4.908137338,0.2813328217
4.928590777,0.2818590523
4.949044228,0.2823847769
4.963321599,0.282519922
4.967252345,0.282604085
4.981116469,0.2827861571
5.001569711,0.2829821428
5.022029009,0.2831776253
5.042488339,0.2833725855
5.062947694,0.2835670253
5.083407067,0.2837609461
5.103866457,0.2839543489
5.124325861,0.2841472347
5.144785275,0.2843396039
5.165244699,0.2845314571
5.185704132,0.2847227946
5.206163572,0.2849136166
5.226623019,0.2851039233
5.247082473,0.2852937149
5.267541933,0.2854829914
5.288001398,0.285671753
5.30846087,0.2858599996
5.328920346,0.2860477314
5.349379828,0.2862349482
5.369839315,0.2864216502
5.390303082,0.2866121325
5.410788671,0.2868046087
5.431268307,0.2869944209
5.451728135,0.2871717432
5.472187698,0.2873485487
5.49264727,0.2875248379
5.513106849,0.287700611
5.533566436,0.2878758684
5.554026029,0.2880506101
5.574485628,0.2882248364
5.594945232,0.2883985472
5.615404842,0.2885717427
5.635864456,0.2887444229
5.656324076,0.2889165878
5.676783701,0.2890882374
5.69724333,0.2892593718
5.717723682,0.2894378066
5.738210818,0.2896148795
5.758671881,0.2897779008
5.779131569,0.2899403774
5.799591264,0.2901023374
5.820050968,0.2902637811
5.840510678,0.2904247086
5.860970393,0.2905851201
5.881430115,0.2907450157
5.901889842,0.2909043956
5.922349573,0.2910632597
5.94280931,0.2912216082
5.963269051,0.291379441
5.983728796,0.2915367582
6.004188546,0.2916935598
6.024668565,0.2918580576
6.045133954,0.2920120943
6.065593727,0.2921643972
6.086053506,0.2923161834
6.106513292,0.2924674531
6.126973084,0.2926182064
6.147432882,0.2927684436
6.167892685,0.2929181646
6.188352493,0.2930673697
6.208812305,0.2932160588
6.229272122,0.293364232
6.249731943,0.2935118894
6.270191768,0.2936590308
6.290653103,0.2938044386
6.311145858,0.2939642198
6.331610685,0.2941026893
6.352070545,0.2942430672
6.372530413,0.2943829279
6.392990287,0.2945222718
6.413450168,0.2946610989
6.433910054,0.2947994094
6.454369945,0.2949372036
6.47482984,0.2950744814
6.49528974,0.2952112429
6.515749645,0.2953474882
6.536209553,0.2954832172
6.556669465,0.2956184301
6.577129381,0.2957531267
6.59760813,0.2958945375
6.618091881,0.2960303239
6.638552006,0.2961590731
6.659011948,0.2962873051
6.679471899,0.2964150194
6.699931856,0.2965422164
6.720391819,0.2966688962
6.740851788,0.2967950592
6.761311761,0.2969207054
6.781771739,0.2970458348
6.802231721,0.2971704477
6.822691707,0.297294544
6.843151697,0.2974181237
6.863611691,0.2975411869
6.884071688,0.2976637336
6.904538796,0.2977905001
6.925028437,0.2979141903
6.945528884,0.2980175619
6.966012388,0.2981061055
6.986472879,0.2982199247
7.006932915,0.2983332346
7.027392958,0.2984460265
7.047853008,0.2985583006
7.068313064,0.2986700572
7.088773125,0.2987812964
7.10923319,0.2988920185
7.12969326,0.2990022235
7.150153333,0.2991119115
7.17061341,0.2992210826
7.191073491,0.2993297367
7.211533574,0.2994378738
7.231993661,0.2995454941
7.252456661,0.2996526974
7.27294804,0.299769691
7.293440008,0.2998660464
7.313900303,0.2999633153
7.334360438,0.3000600619
7.354820578,0.3001562907
7.375280724,0.3002520017
7.395740873,0.3003471951
7.416201026,0.300441871
7.436661183,0.3005360295
7.457121343,0.3006296707
7.477581506,0.3007227945
7.498041672,0.300815401
7.518501841,0.3009074902
7.538963812,0.3009979863
7.55945545,0.3011028595
7.579920466,0.3011894661
7.600380646,0.3012753226
7.620840833,0.3013606603
7.641301026,0.3014454796
7.661761224,0.3015297807
7.682221426,0.3016135637
7.702681633,0.3016968288
7.723141842,0.3017795761
7.743602055,0.3018618058
7.764062271,0.3019435177
7.78452249,0.302024712
7.804982711,0.3021053887
7.825442935,0.3021855478
7.845904606,0.3022639181
7.866397276,0.3023570086
7.886894811,0.3024457109
7.907391605,0.3025087728
7.927864154,0.3025839117
7.948324414,0.3026539975
7.968784675,0.3027235648
7.989244939,0.3027926138
8.009705206,0.3028611446
8.030165477,0.3029291573
8.05062575,0.3029966519
8.071086025,0.3030636285
8.091546303,0.3031300872
8.112006583,0.3031960278
8.132466865,0.3032614505
8.152949111,0.3033356076
8.173428474,0.3034078777
8.193888771,0.3034695147
8.214349054,0.3035306322
8.234809342,0.3035912306
8.255269635,0.3036513101
8.275729932,0.303710871
8.296190232,0.3037699134
8.316650535,0.3038284373
8.33711084,0.3038864429
8.357571148,0.3039439302
8.378031458,0.3040008993
8.39849177,0.3040573501
8.418952084,0.3041132827
8.439414136,0.3041676264
8.45990703,0.3042326401
8.480391761,0.304294659
8.500852127,0.3043419809
8.521312458,0.304388783
8.541772793,0.3044350659
8.562233131,0.3044808299
8.582693473,0.3045260751
8.603153816,0.3045708015
8.623614162,0.3046150093
8.644074509,0.3046586985
8.664534859,0.304701869
8.684995209,0.304744521
8.705455562,0.3047866545
8.725929684,0.3048304909
8.746412729,0.3048764607
8.766873181,0.3049137783
8.787333536,0.3049505758
8.807793894,0.3049868538
8.828254256,0.3050226127
8.84871462,0.3050578524
8.869174987,0.3050925731
8.889635355,0.3051267748
8.910095726,0.3051604577
8.930556098,0.3051936217
8.951016471,0.3052262668
8.971476845,0.3052583932
8.991939678,0.3052880118
9.012440418,0.3053202229
9.03292707,0.305358745
9.0533875,0.3053819344
9.073847883,0.3054046034
9.094308268,0.3054267526
9.114768656,0.3054483824
9.135229046,0.3054694927
9.155689437,0.3054900836
9.17614983,0.3055101553
9.196610225,0.3055297077
9.21707062,0.3055487409
9.237531017,0.3055672549
9.257991415,0.3055852498
9.278470897,0.3056116376
9.298946518,0.3056335141
9.319406918,0.3056468416
9.339867312,0.3056596487
9.360327709,0.3056719359
9.380788108,0.3056837031
9.401248509,0.3056949506
9.421708912,0.3057056784
9.442169316,0.3057158867
9.462629721,0.3057255754
9.483090127,0.3057347447
9.503550534,0.3057433945
9.524010942,0.3057515249
9.544475284,0.3057638591
9.564947472,0.3057701057
9.585407875,0.3057779899
9.60586827,0.3057853535
9.626328668,0.3057921967
9.64678907,0.3057985197
9.667249474,0.3058043227
9.68770988,0.3058096058
9.708170287,0.3058143691
9.728630696,0.3058186127
9.749091105,0.3058223362
9.769551515,0.3058255315
9.790011926,0.3058282453
9.810472338,0.3058305341
9.83093275,0.3058324646
9.851393163,0.3058340928
9.871853575,0.3058354661
9.892320955,0.3058373862
9.912808377,0.3058529974
9.933269471,0.3058552601
9.953729872,0.3058572753
9.974190276,0.3058589744
9.994650682,0.3058604072
10.01511109,0.3058616154
10.0355715,0.3058626341
10.05603191,0.3058634932
10.07649232,0.3058642177
10.09695273,0.3058648286
10.11741314,0.3058653438
10.13787356,0.3058657783
10.15833397,0.3058661447
10.17879438,0.3058664536
10.1992548,0.3058667142
10.21971521,0.3058669339
10.24017562,0.3058671192
10.26063603,0.3058672754
10.28109645,0.3058674072
10.30155686,0.3058675182
10.32201727,0.3058676119
10.34247769,0.3058676909
10.3629381,0.3058677574
10.38339926,0.3058682345
10.40385985,0.3058683534
10.42432025,0.3058684571
10.44478066,0.3058685441
10.46524107,0.3058686171
10.48570148,0.3058686785
10.50616189,0.30586873
10.5266223,0.3058687733
10.54708271,0.3058688098
10.56754312,0.3058688404
10.58800353,0.3058688661
10.60846395,0.3058688878
10.62892436,0.305868906
10.64938477,0.3058689213
10.66984519,0.3058689341
10.6903056,0.3058689449
10.71076601,0.305868954
10.73122643,0.3058689616
10.75168684,0.305868968
10.77214725,0.3058689733
10.79260766,0.3058689778
10.813069,0.3058694287
10.83352941,0.3058695027
10.85398982,0.3058695646
10.87445022,0.3058696164
10.89491063,0.3058696598
10.91537104,0.3058696962
10.93583145,0.3058697267
10.95629186,0.3058697523
10.97675227,0.3058697738
10.99721269,0.3058697918
11.0176731,0.305869807
11.03813351,0.3058698196
11.05859393,0.3058698303
11.07905434,0.3058698392
11.09951475,0.3058698467
11.11997516,0.305869853
11.14043558,0.3058698582
11.16089599,0.3058698626
11.1813564,0.3058698663
11.20181682,0.3058698693
11.2222771,0.3058704396
11.24273857,0.3058703518
11.26319897,0.3058704194
11.28365938,0.3058704759
11.30411979,0.3058705233
11.3245802,0.305870563
11.34504061,0.3058705963
11.36550102,0.3058706242
11.38596143,0.3058706476
11.40642184,0.3058706672
11.42688225,0.3058706837
11.44734266,0.3058706975
11.46780308,0.3058707091
11.48826349,0.3058707188
11.5087239,0.305870727
11.52918432,0.3058707338
11.54964473,0.3058707395
11.57010514,0.3058707443
11.59056556,0.3058707483
11.61102597,0.3058707517
11.63148638,0.3058707544
11.6519477,0.3058711898
11.67240813,0.3058712648
11.69286853,0.3058713276
11.71332894,0.3058713802
11.73378935,0.3058714242
11.75424976,0.3058714611
11.77471017,0.3058714921
11.79517058,0.305871518
11.81563099,0.3058715398
11.8360914,0.305871558
11.85655182,0.3058715734
11.87701223,0.3058715862
11.89747264,0.305871597
11.91793306,0.305871606
11.93839347,0.3058716136
11.95885388,0.30587162
11.97931429,0.3058716253
11.99977471,0.3058716297
12.02023512,0.3058716335
12.04069553,0.3058716366
12.06115595,0.3058716391
12.08161729,0.3058721059
12.10207769,0.3058721757
12.1225381,0.305872234
12.1429985,0.3058722829
12.16345891,0.3058723239
12.18391932,0.3058723582
12.20437973,0.305872387
12.22484015,0.3058724111
12.24530056,0.3058724314
12.26576097,0.3058724484
12.28622138,0.3058724626
12.3066818,0.3058724746
12.32714221,0.3058724846
12.34760262,0.305872493
12.36806303,0.3058725001
12.38852345,0.305872506
12.40898386,0.3058725109
12.42944427,0.3058725151
12.44990469,0.3058725185
12.4703651,0.3058725214
12.49082629,0.3058729448
12.50510235,0.3058729235
12.50787706,0.3058729444
12.5078775,0.3058729474
12.5078775,0.3058729489
12.50787749,0.3058729501
12.50787749,0.3058729512
12.50787748,0.3058729521
12.50787748,0.3058729529
12.50787748,0.3058729536
12.50787748,0.3058729543
12.50787748,0.3058729549
12.50787748,0.3058729554
12.50787747,0.305872956
12.50787747,0.3058729565
12.50787747,0.305872957
12.50787747,0.3058729575
12.50787747,0.305872958
12.50787747,0.3058729585
12.50787768,0.3058733575
12.50787767,0.3058733602
12.50787766,0.3058733625
12.50787765,0.3058733643
12.50787764,0.3058733657
12.50787764,0.305873367
12.50787763,0.305873368
12.50787763,0.3058733689
12.50787763,0.3058733697
12.50787763,0.3058733704
12.50787762,0.305873371
12.50787762,0.3058733716
12.50787762,0.3058733722
12.50787762,0.3058733728
12.50787762,0.3058733733
12.50787762,0.3058733738
12.50787762,0.3058733743
12.50787762,0.3058733748
12.50787762,0.3058733753
12.50787783,0.3058737745
12.50787781,0.3058737772
12.5078778,0.3058737794
12.50787779,0.3058737812
12.50787779,0.3058737826
12.52097608,0.3058739993
12.54142921,0.3058741973
12.56188962,0.3058743672
12.58235003,0.3058745105
12.60281044,0.3058746313
12.62327085,0.305874733
12.64373127,0.3058748188
12.66419168,0.3058748911
12.68465209,0.305874952
12.70511251,0.3058750033
12.72557292,0.3058750466
12.74603333,0.305875083
12.76649375,0.3058751137
12.78695416,0.3058751396
12.80741457,0.3058751614
12.82787498,0.3058751797
12.84833632,0.3058756407
12.86879673,0.3058757249
12.88925713,0.3058757954
12.90971754,0.3058758544
12.93017795,0.305875904
12.95063836,0.3058759455
12.97109877,0.3058759804
12.99155918,0.3058760097
13.01201959,0.3058760342
13.03248001,0.3058760548
13.05294042,0.3058760722
13.07340083,0.3058760867
13.09386124,0.3058760989
13.11432166,0.3058761092
13.13478207,0.3058761178
13.15524248,0.305876125
13.1757029,0.305876131
13.19616331,0.3058761361
13.21662372,0.3058761403
13.23708414,0.3058761438
13.25754452,0.3058761178
13.27800589,0.3058766248
13.29846629,0.3058766931
13.3189267,0.3058767502
13.33938711,0.305876798
13.35984751,0.3058768381
13.38030792,0.3058768716
13.40076834,0.3058768998
13.42122875,0.3058769234
13.44168916,0.3058769433
13.46214957,0.3058769599
13.48260998,0.3058769738
13.5030704,0.3058769856
13.52353081,0.3058769954
13.54399122,0.3058770036
13.56445164,0.3058770105
13.58491205,0.3058770163
13.60537246,0.3058770211
13.62583288,0.3058770252
13.64629329,0.3058770285
13.6667537,0.3058770314
13.68721501,0.3058774643
13.70767545,0.3058775398
13.72813585,0.3058776029
13.74859626,0.3058776558
13.76905667,0.3058777001
13.78951708,0.3058777372
13.80997749,0.3058777683
13.8304379,0.3058777944
13.85089831,0.3058778162
13.87135872,0.3058778346
13.89181914,0.30587785
13.91227955,0.3058778629
13.93273996,0.3058778738
13.95320038,0.3058778829
13.97366079,0.3058778905
13.9941212,0.3058778969
14.01458161,0.3058779022
14.03504203,0.3058779067
14.05550244,0.3058779104
14.07596285,0.3058779135
14.09642327,0.3058779161
14.11688461,0.3058783807
14.13734501,0.3058784508
14.15780542,0.3058785095
14.17826582,0.3058785586
14.19872623,0.3058785998
14.21918664,0.3058786343
14.23964705,0.3058786632
14.26010747,0.3058786875
14.28056788,0.3058787079
14.30102829,0.305878725
14.3214887,0.3058787393
14.34194911,0.3058787513
14.36240953,0.3058787614
14.38286994,0.3058787699
14.40333035,0.3058787769
14.42379077,0.3058787829
14.44425118,0.3058787879
14.46471159,0.305878792
14.48517201,0.3058787955
14.50563242,0.3058787984
14.52609356,0.3058792228
14.54655417,0.3058792946
14.56701457,0.3058793598
14.58747498,0.3058794144
14.60793539,0.3058794601
14.6283958,0.3058794984
14.64885621,0.3058795305
14.66931662,0.3058795574
14.68977703,0.30587958
14.71023744,0.3058795989
14.73069785,0.3058796148
14.75115827,0.3058796282
14.77161868,0.3058796394
14.79207909,0.3058796487
14.81253951,0.3058796566
14.83299992,0.3058796632
14.85346033,0.3058796687
14.87392075,0.3058796733
14.89438116,0.3058796772
14.91484157,0.3058796804
14.93530198,0.3058796831
14.95576332,0.3058801341
14.97622373,0.3058802065
14.99668413,0.3058802671
15.01714454,0.3058803178
15.03760495,0.3058803603
15.05806536,0.3058803959
15.07852577,0.3058804258
15.09898618,0.3058804509
15.11944659,0.3058804719
15.13990701,0.3058804895
15.16036742,0.3058805043
15.18082783,0.3058805167
15.20128825,0.3058805271
15.22174866,0.3058805358
15.24220907,0.3058805432
15.26266948,0.3058805493
15.2831299,0.3058805544
15.30359031,0.3058805587
15.32405072,0.3058805623
15.34451114,0.3058805653
15.36497204,0.305881071
15.38543289,0.305881049
15.40589329,0.3058811163
15.4263537,0.3058811727
15.44681411,0.3058812199
15.46727451,0.3058812594
15.48773493,0.3058812925
15.50819534,0.3058813203
15.52865575,0.3058813436
15.54911616,0.3058813632
15.56957657,0.3058813796
15.59003698,0.3058813933
15.6104974,0.3058814049
15.63095781,0.3058814146
15.65141822,0.3058814227
15.67187864,0.3058814295
15.69233905,0.3058814352
15.71279946,0.30588144
15.73325988,0.305881444
15.75372029,0.3058814473
15.7741807,0.3058814501
15.79463086,0.3057000573
15.81508104,0.305184387
15.83554707,0.3046446502
15.85600048,0.3041169506
15.87645388,0.3035897573
15.8969073,0.3030630688
15.91736073,0.3025368856
15.93781418,0.3020112077
15.95826764,0.3014860353
15.97872111,0.3009613685
15.9991746,0.3004372074
16.01962811,0.299913552
16.04008163,0.2993904025
16.06053516,0.2988677588
16.0809887,0.2983456209
16.10144226,0.297823989
16.12189664,0.2973033053
16.14246082,0.2966233787
16.16289419,0.2954810005
16.18329622,0.2938758003
16.20365647,0.2918085974
16.22396447,0.2892804493
16.2442098,0.2862926496
16.26438205,0.2828467271
16.28456314,0.279031225
16.30466947,0.2752452952
16.32477526,0.271459872
16.34488113,0.2676748563
16.36498708,0.2638902479
16.38509311,0.2601060468
16.40519922,0.2563222531
16.42530541,0.2525388668
16.44541167,0.2487558878
16.46551801,0.2449733162
16.48562443,0.241191152
16.50573093,0.2374093952
16.52583751,0.2336280458
16.54594416,0.2298471039
16.56605089,0.2260665693
16.58615769,0.2222864423
16.60626877,0.2185017046
16.62637928,0.2147055782
16.64648671,0.2109288644
16.66659422,0.2071525551
16.68670182,0.2033766535
16.7068095,0.1996011594
16.72691725,0.1958260731
16.74702508,0.1920513943
16.76713298,0.1882771232
16.78724097,0.1845032598
16.80734903,0.180729804
16.82745716,0.1769567559
16.84756538,0.1731841156
16.86768027,0.1693953724
16.88780252,0.1655897846
16.907929,0.1617977492
16.92805796,0.1580229995
16.94819435,0.1542160477
16.96833614,0.150443089
16.98846463,0.1466677751
17.00859075,0.1428948931
17.02871256,0.1391540059
17.04882688,0.1354141041
17.06894128,0.1316746113
17.08905575,0.1279355273
17.10917031,0.1241968522
17.12928495,0.120458586
17.14939966,0.1167207287
17.16951446,0.1129832803
17.18962933,0.1092462408
17.20974427,0.1055096102
17.2298593,0.1017733885
17.2499744,0.09803757573
17.27008957,0.09430217193
17.29020482,0.09056717708
17.31032015,0.08683259121
17.33043556,0.08309841433
17.35056142,0.07934890365
17.37070704,0.07561985546
17.3908422,0.07186617774
17.41095923,0.06813990836
17.43107617,0.06441408079
17.45119319,0.06068866254
17.47131029,0.05696365361
17.49142747,0.05323905401
17.51154473,0.04951486374
17.53166206,0.04579108282
17.55177947,0.04206771125
17.57189695,0.03834474905
17.59201452,0.03462219622
17.61213215,0.03090005278
17.63224987,0.02717831875
17.65236766,0.02345699413
17.67248553,0.01973607894
17.69261024,0.01599641102
17.71276018,0.01226361913
17.73288005,0.00855066622
17.75299947,0.004838232524
17.77311897,0.001126208619
17.79323854,-0.002585405504
17.8133582,-0.006296609844
17.83347793,-0.01000740439
17.85359774,-0.01371778915
17.87371763,-0.01742776409
17.89383759,-0.02113732923
17.91395763,-0.02484648453
17.93407775,-0.02855523
17.95419794,-0.03226356561
17.97431821,-0.03597149137
17.99443855,-0.03967900724
18.01455897,-0.04338611323
18.03467944,-0.04709281624
18.05482484,-0.05080914558
18.07496633,-0.0545435632
18.09511229,-0.05826626245
18.11525185,-0.06198384779
18.13538824,-0.06569647018
18.1555122,-0.06938458573
18.17563617,-0.073072278
18.19576023,-0.07675955967
18.21588436,-0.08044643075
18.23600857,-0.08413289122
18.25613286,-0.08781894109
18.27625723,-0.09150458033
18.29638167,-0.09518980895
18.31650619,-0.09887462693
18.33663079,-0.1025590343
18.35675546,-0.1062430309
18.3768802,-0.1099266169
18.39700503,-0.1136097922
18.41712992,-0.1172925568
18.4372549,-0.1209749107
18.45738387,-0.1246559535
18.47753812,-0.1283510691
18.49767556,-0.1320414557
18.51780208,-0.1357152452
18.53792868,-0.1393886228
18.55805536,-0.1430615894
18.57818212,-0.146734145
18.59830895,-0.1504062895
18.61843586,-0.1540780228
18.63856285,-0.1577493451
18.65868991,-0.1614202563
18.67881705,-0.1650907564
18.69894427,-0.1687608454
18.71907156,-0.1724305232
18.73919893,-0.1760997898
18.75932637,-0.1797686453
18.77945389,-0.1834370897
18.79958148,-0.1871051228
18.81971603,-0.1907889877
18.83987427,-0.1944568739
18.86001617,-0.198121073
18.88016266,-0.2017988092
18.90032025,-0.2054547501
18.92045111,-0.209108834
18.94058132,-0.2127623902
18.96071161,-0.2164155346
18.98084198,-0.2200682672
19.00097243,-0.2237205882
19.02110295,-0.2273724974
19.04123355,-0.2310239948
19.06136423,-0.2346750805
19.08149498,-0.2383257544
19.10162581,-0.2419760166
19.12175671,-0.2456258669
19.14188769,-0.2492753054
19.16201874,-0.2529243321
19.18214987,-0.256572947
19.20228107,-0.26022115
19.22241585,-0.2638697384
19.24258743,-0.2675492288
19.26274294,-0.2712203879
19.28288829,-0.2748952947
19.30303869,-0.2785553762
19.32317144,-0.2821970353
19.34330389,-0.2858382242
19.36343643,-0.2894790009
19.38356904,-0.2931193655
19.40370174,-0.296759318
19.4238345,-0.3003988583
19.44396735,-0.3040379865
19.46410027,-0.3076767024
19.48423327,-0.3113150063
19.50436634,-0.3149528979
19.52449948,-0.3185903773
19.5446327,-0.3222274445
19.564766,-0.3258640994
19.58489937,-0.3295003421
19.60503282,-0.3331361726
19.6251728,-0.3367819456
19.64533727,-0.3404395043
19.66547076,-0.3440760706
19.68560415,-0.347712192
19.70573761,-0.3513479011
19.72587115,-0.3549831979
19.74600477,-0.3586180824
19.76613846,-0.3622525546
19.78627222,-0.3658866144
