s,dv2o
0.470738,1.02568
0.48542,1.03601
0.501166,1.0395
0.516911,1.05012
0.532377,1.05658
0.547476,1.05999
0.560737,1.06669
0.574662,1.07181
0.588119,1.07099
0.598255,1.07029
0.606577,1.07562
0.616971,1.07476
0.625348,1.08047
0.635941,1.08671
0.647992,1.09047
0.659615,1.10926
0.678485,1.11337
0.694053,1.11953
0.708871,1.16852
0.745798,1.19681
0.783898,1.20378
0.809286,1.20279
0.825683,1.2148
0.843501,1.21445
0.856182,1.21642
0.867094,1.21514
0.875432,1.22773
0.888953,1.23532
0.903021,1.2336
0.912905,1.24105
0.924811,1.23982
0.933741,1.24743
0.945181,1.28286
0.971615,1.33233
1.01162,1.3405
1.04205,1.33951
1.06045,1.34779
1.0774,1.3525
1.09189,1.35498
1.10394,1.37308
1.12188,1.38626
1.13753,1.42627
1.17285,1.42676
1.20818,1.43168
1.21848,1.4443
1.23282,1.44638
1.24521,1.4648
1.26273,1.46482
1.28024,1.48049
1.29497,1.48599
1.30855,1.49445
1.32276,1.50724
1.33931,1.53312
1.36326,1.55352
1.38721,1.56037
1.40772,1.56547
1.42446,1.57421
1.44045,1.58786
1.45836,1.60609
1.47936,1.62783
1.50035,1.64837
1.52807,1.65331
1.54796,1.66244
1.56594,1.66033
1.57777,1.66225
1.58798,1.67656
1.60286,1.67587
1.61357,1.68986
1.6286,1.70415
1.64616,1.70625
1.65964,1.71164
1.67311,1.72056
1.68659,1.72766
1.70003,1.72816
1.71048,1.74147
1.72501,1.74873
1.73913,1.76328
1.75556,1.77485
1.77337,1.77701
1.78699,1.77666
1.79644,1.79082
1.81151,1.79943
1.82649,1.8061
1.84056,1.80678
1.85145,1.82033
1.86628,1.81925
1.8768,1.82767
1.88917,1.82644
1.89821,1.8547
1.91863,1.86231
1.93614,1.86292
1.94872,1.87667
1.9648,1.89575
1.98522,1.92923
2.01494,2.00912
