s,dv2o
11.6297,1.99362
11.651,1.97599
11.6723,1.89982
11.7123,1.8899
11.7391,1.8584
11.7664,1.83439
11.7902,1.75333
11.8302,1.66318
11.8702,1.65306
11.9102,1.64149
11.9502,1.62586
11.9781,1.61428
11.9967,1.60461
12.0096,1.59473
12.0196,1.57698
12.0314,1.56151
12.0432,1.54971
12.0534,1.53451
12.067,1.50923
12.0991,1.48023
12.1114,1.44317
12.1329,1.42765
12.1501,1.41003
12.1662,1.38705
12.1838,1.35851
12.205,1.34723
12.2202,1.33184
12.2342,1.32092
12.2474,1.29287
12.2638,1.26466
12.2845,1.23445
12.3085,1.16905
12.3485,1.05283
12.3885,1.04378
12.4285,1.0329
12.4685,1.02379
12.5031,1.00144
12.5303,0.96404
12.5619,0.933604
12.5973,0.886146
12.6336,0.877518
12.6541,0.860732
12.6721,0.851914
12.6849,0.811217
12.7094,0.770627
12.7413,0.729978
12.7787,0.700592
12.811,0.659891
12.8478,0.627323
12.878,0.569529
12.918,0.553817
12.9533,0.537983
12.9786,0.516508
13.0003,0.50218
13.018,0.487191
13.0338,0.453079
13.0577,0.432364
13.08,0.424354
13.0952,0.399544
13.1147,0.379623
13.1343,0.365065
13.1514,0.358045
13.1634,0.334192
13.1811,0.325136
13.1943,0.306833
13.2076,0.270445
13.2341,0.258715
13.257,0.252958
13.272,0.238608
13.2878,0.225735
13.3036,0.216216
13.3175,0.207776
13.33,0.201361
13.3404,0.192261
13.3522,0.18399
13.3646,0.178521
13.3759,0.174177
13.3858,0.170778
13.3945,0.167814
13.4029,0.165451
13.4125,0.167844
13.428,0.1696
13.4391,0.173626
13.4486,0.177403
13.4566,0.188614
13.4646,0.193906
13.4726,0.211496
13.4806,0.215895
13.4886,0.219498
13.4966,0.23773
13.5046,0.256462
13.5126,0.378683
13.5409,0.381516
13.5572,0.381841
13.5661,0.383743
13.5741,0.384586
13.5821,0.384402
13.5901,0.383935
13.5981,0.399155
13.6061,0.459678
13.6373,0.468245
13.662,0.472189
13.6775,0.479796
13.6949,0.4847
13.7093,0.491357
13.7247,0.496486
13.7395,0.499801
13.7506,0.506245
13.7704,0.509719
13.787,0.51298
13.8053,0.515521
13.8239,0.517668
13.8402,0.519055
13.858,0.520592
13.8733,0.521687
13.8877,0.522428
13.9026,0.52193
13.9197,0.523652
13.9321,0.52549
13.9414,0.524383
13.9553,0.525736
13.9663,0.527435
13.9753,0.525754
13.9887,0.527246
13.9991,0.526757
14.0111,0.520574
14.0331,0.52041
14.05,0.519677
14.0654,0.521421
14.0766,0.516478
14.0946,0.51821
14.1067,0.517406
14.12,0.517296
14.1326,0.516672
14.1454,0.514271
14.161,0.513651
14.1758,0.515728
14.1866,0.517762
14.1952,0.515552
14.2107,0.505344
14.2382,0.502293
14.2462,0.487816
14.2862,0.490781
14.3262,0.492151
14.3536,0.495324
14.3711,0.496916
14.3867,0.499068
14.4006,0.500988
14.4143,0.504584
14.4242,0.507778
14.4331,0.509123
14.4467,0.512904
14.4569,0.512368
14.4798,0.515582
14.4985,0.516889
14.5268,0.521006
14.5473,0.525606
14.5614,0.530162
14.5728,0.53422
14.5901,0.539117
14.6026,0.544037
14.613,0.549033
14.6299,0.554324
14.6456,0.560935
14.6746,0.568019
14.7035,0.575635
14.7375,0.581956
14.7602,0.589815
14.785,0.597192
14.8111,0.603945
14.8272,0.612611
14.8494,0.620603
14.869,0.627682
14.885,0.634296
14.8974,0.641542
14.9094,0.652914
14.933,0.661613
14.9544,0.668613
14.9701,0.678604
14.9897,0.687768
15.0094,0.694597
15.024,0.703887
15.0394,0.7123
15.0534,0.720665
15.0675,0.730256
15.0837,0.741336
15.1035,0.751233
15.1233,0.764304
15.1476,0.771527
15.1639,0.781875
15.1811,0.792359
15.1991,0.803041
15.217,0.814015
15.2354,0.823495
15.2514,0.838002
15.2735,0.848038
15.2918,0.857877
15.3076,0.865636
15.319,0.873267
15.332,0.885221
15.3431,0.895782
15.3554,0.906193
15.368,0.91882
15.383,0.929099
15.3964,0.941877
15.4111,0.958019
15.4322,0.968394
15.4488,0.97764
15.4616,0.988267
15.4739,1.00012
15.4867,1.00822
15.4964,1.03337
15.5204,1.04536
15.5396,1.055
15.5513,1.07276
15.5734,1.09482
15.5979,1.14169
15.6379,1.15373
15.6779,1.16759
15.7015,1.18112
15.7221,1.20189
15.7434,1.2155
15.7609,1.23656
15.782,1.25468
15.8024,1.26862
15.8196,1.28687
15.8339,1.31265
15.8597,1.32815
15.8804,1.34734
15.9003,1.36958
15.9161,1.40369
15.9515,1.41358
15.9719,1.42351
15.9858,1.44408
16.0027,1.4595
16.0179,1.47003
16.0297,1.49452
16.0471,1.51104
16.0633,1.52092
16.0748,1.54811
16.0943,1.5689
16.1134,1.5835
16.1292,1.59573
16.1418,1.61055
16.154,1.6279
16.1673,1.64432
16.1813,1.66625
16.1977,1.67713
16.2098,1.69348
16.2237,1.72433
16.2442,1.74167
16.262,1.75173
16.2749,1.77998
16.2938,1.81176
16.3188,1.82984
16.3391,1.84676
16.3566,1.85797
16.3692,1.86936
16.3792,1.89071
16.3932,1.92524
16.4163,1.9524
16.4406,1.97079
16.4608,1.99728
16.4828,2.02006
