s,dv2o
11.7963,1.99834
11.8165,1.95988
11.8443,1.93514
11.8694,1.91485
11.889,1.88992
11.9091,1.8665
11.9291,1.85833
11.942,1.83883
11.9561,1.8299
11.9662,1.79115
11.9872,1.77509
12.0043,1.75769
12.0198,1.7379
12.0355,1.72345
12.0488,1.71087
12.0601,1.68733
12.0751,1.6791
12.0854,1.65967
12.0981,1.63585
12.1138,1.60609
12.1342,1.58575
12.1529,1.57175
12.1679,1.55132
12.1835,1.52238
12.2035,1.49827
12.2237,1.46448
12.2465,1.41621
12.2833,1.38597
12.3145,1.30857
12.3545,1.29816
12.3913,1.28445
12.4141,1.26133
12.4354,1.24692
12.4568,1.20966
12.4791,1.17895
12.5014,1.10478
12.5414,1.09254
12.5814,1.05244
12.6142,1.03082
12.6394,1.00394
12.6637,0.979222
12.6869,0.959065
12.7078,0.911598
12.7404,0.887949
12.7645,0.84858
12.7975,0.812533
12.8312,0.788975
12.8579,0.745738
12.8929,0.68798
12.9329,0.637962
12.9729,0.612299
13.0129,0.596653
13.0401,0.593198
13.055,0.569447
13.0727,0.546968
13.0915,0.517784
13.114,0.483358
13.1415,0.46195
13.1649,0.442374
13.1857,0.432641
13.2004,0.41853
13.2138,0.410383
13.2237,0.395276
13.2337,0.37534
13.2432,0.365021
13.2512,0.344354
13.2592,0.330371
13.2672,0.309716
13.2752,0.306092
13.2836,0.296383
13.2916,0.264547
13.3016,0.245619
13.3153,0.236604
13.3262,0.227128
13.3362,0.220295
13.3442,0.210809
13.3522,0.202675
13.3602,0.205228
13.3682,0.196261
13.3762,0.19026
13.3842,0.190145
13.3922,0.186084
13.4002,0.182414
13.4082,0.175347
13.4162,0.174776
13.4242,0.169282
13.4322,0.16554
13.4402,0.160277
13.4482,0.159727
13.4562,0.156103
13.4642,0.151026
13.4722,0.150404
13.4802,0.138245
13.4882,0.126142
13.4969,0.119251
13.5049,0.114242
13.5129,0.0916667
13.5209,0.0888133
13.5289,0.0870639
13.5369,0.084803
13.5449,0.082587
13.5529,0.0812445
13.5609,0.0798934
13.5689,0.0777992
13.5769,0.0748963
13.5849,0.0742247
13.5929,0.074664
