s,dv2o
23.0145,0.326664
23.0314,0.328702
23.0433,0.325507
23.0569,0.318987
23.0756,0.319129
23.0889,0.318509
23.0985,0.315683
23.1142,0.311039
23.1331,0.31073
23.1467,0.304344
23.1677,0.305098
23.1832,0.305084
23.1975,0.30322
23.2122,0.305957
23.2222,0.306178
23.2327,0.308528
23.2407,0.302964
23.2587,0.295563
23.2874,0.298071
23.3057,0.298101
23.3221,0.300227
23.3347,0.300782
23.348,0.302129
23.3598,0.301361
23.3767,0.301923
23.3934,0.30387
23.4063,0.30473
23.42,0.304778
23.4381,0.306894
23.4517,0.309249
23.4627,0.308317
23.4829,0.311066
23.496,0.312761
23.5078,0.313885
23.5224,0.314724
23.5384,0.315953
23.5554,0.317603
23.569,0.317679
23.5936,0.317588
23.6146,0.319021
23.6306,0.320703
23.6448,0.321511
23.6595,0.321385
23.6789,0.321516
23.6979,0.322003
23.7172,0.32289
23.7325,0.32316
23.7493,0.324328
23.7616,0.325741
23.7721,0.3251
23.7874,0.324029
23.8065,0.323602
23.8253,0.323123
23.8433,0.32141
23.8637,0.320502
23.8827,0.321024
23.8978,0.321063
23.9122,0.320813
23.925,0.319696
23.9408,0.319944
23.9535,0.319661
23.9658,0.319083
23.9793,0.31701
23.9964,0.31626
24.0125,0.314885
24.0284,0.315509
24.0444,0.306033
24.0798,0.303199
24.1106,0.302785
24.1335,0.299599
24.1591,0.300253
24.1757,0.299006
24.1921,0.299433
24.2043,0.298671
24.2175,0.299517
24.2263,0.299003
24.2368,0.299469
24.2454,0.299629
24.2534,0.300378
24.2614,0.300908
24.2694,0.300586
24.2774,0.299081
24.2918,0.298949
24.3049,0.298319
24.3202,0.298169
24.3355,0.295902
24.3642,0.296261
24.3841,0.29594
24.4045,0.29594
24.4244,0.296168
24.4408,0.296532
24.4557,0.296668
24.4704,0.296618
24.501,0.297039
24.5199,0.297577
24.5426,0.29828
24.5666,0.298732
24.5843,0.299412
24.6025,0.300122
24.6215,0.300883
24.6403,0.301791
24.6582,0.302346
24.6768,0.302702
24.6891,0.305731
24.7291,0.306478
24.7555,0.307415
24.7808,0.308246
24.8022,0.310662
24.8312,0.310979
24.8522,0.315185
24.8602,0.317137
24.9002,0.318355
24.9323,0.319707
24.9578,0.321055
24.9804,0.322366
25.0029,0.32898
25.0429,0.351356
25.0829,0.355611
25.1229,0.358625
25.1629,0.371818
25.2029,0.397799
25.2429,0.397807
25.2829,0.398259
25.3229,0.397156
25.3629,0.397378
25.4029,0.401031
25.4411,0.406441
25.4811,0.404717
25.5053,0.404328
25.5256,0.40303
25.5412,0.401321
25.5534,0.399579
25.5646,0.397794
25.5762,0.395385
25.5861,0.393585
25.6027,0.391494
25.6215,0.390022
25.6465,0.390393
25.6798,0.389015
25.7027,0.390155
25.7312,0.396563
25.7698,0.401142
25.8063,0.402572
25.8331,0.404366
25.8558,0.418875
25.8958,0.423417
25.9285,0.42645
25.9549,0.431658
25.9801,0.44003
26.003,0.471665
26.043,0.469243
26.083,0.474667
26.123,0.511588
26.163,0.509868
26.203,0.525451
26.243,0.525443
26.283,0.523245
26.311,0.548725
26.351,0.554667
26.391,0.553927
26.4196,0.55446
26.4412,0.552068
26.4557,0.559892
26.4773,0.564842
26.4998,0.563214
26.5161,0.567793
26.535,0.568678
26.5516,0.57174
26.5691,0.576485
26.5866,0.590155
26.6041,0.601612
26.6441,0.602411
26.6704,0.617769
26.705,0.637644
26.745,0.642864
26.7766,0.639698
26.7953,0.638405
26.8091,0.636005
26.8192,0.640496
26.8328,0.642696
26.8465,0.643162
26.8588,0.642306
26.873,0.650143
26.8876,0.648121
26.8983,0.647589
26.9067,0.652413
26.9207,0.658105
26.9369,0.684548
26.9708,0.697222
27.0044,0.699313
27.0379,0.740595
27.0779,0.738906
27.1018,0.741704
27.1208,0.745501
27.1376,0.742809
27.1776,0.751452
0.00179827,0.753102
0.00979827,0.760746
0.0177983,0.762066
0.0257983,0.762213
0.0337983,0.759551
0.0417983,0.770722
0.0497983,0.773762
0.0577983,0.772034
0.0657983,0.785964
0.0777355,0.793913
0.0927345,0.801386
0.107734,0.803999
0.122578,0.81205
0.137423,0.830827
0.161474,0.844203
0.186018,0.848761
0.20563,0.85247
0.221993,0.857302
0.23712,0.862146
0.252236,0.883325
0.285323,0.961401
0.31841,0.983286
0.35841,0.98159
0.39841,0.980802
0.43841,0.985999
0.449674,0.994131
0.463255,0.990327
0.471932,0.999218
0.484403,1.00518
0.497519,1.02797
0.519622,1.06113
0.553497,1.16021
0.593497,1.18484
0.633497,1.18417
0.673497,1.36011
0.713497,1.35444
0.753497,1.34756
0.793497,1.34136
0.833497,1.33564
0.873497,1.32946
0.908819,1.33164
0.930598,1.35194
0.95524,1.36513
0.977807,1.39694
1.00922,1.44225
1.04922,1.45552
1.08223,1.45552
1.10199,1.45832
1.1171,1.46255
1.13028,1.4761
1.14676,1.50245
1.17091,1.53477
1.20323,1.54334
1.22673,1.55713
1.24886,1.5712
1.27044,1.58434
1.29126,1.58929
1.30794,1.59244
1.32142,1.6161
1.3425,1.62339
1.36036,1.63707
1.37934,1.67635
1.41201,1.68962
1.43795,1.70338
1.4611,1.75532
1.5011,1.75732
1.52665,1.76349
1.54612,1.77103
1.56307,1.78408
1.58124,1.79752
1.5994,1.80676
1.61757,1.84027
1.64585,1.85812
1.67218,1.87821
1.69869,1.92137
1.73792,1.93962
1.76928,1.95327
1.80064,2.00615
