s,dv2o
17.4389,1.98654
17.4716,1.9675
17.5003,1.95223
17.5225,1.93529
17.5428,1.91401
17.5645,1.90261
17.5813,1.88314
17.6003,1.86459
17.6199,1.84636
17.6397,1.82774
17.6597,1.80196
17.6862,1.7639
17.7216,1.74604
17.7491,1.72336
17.7761,1.69045
17.8103,1.67765
17.8341,1.64877
17.8637,1.55311
17.9037,1.51025
17.9437,1.4818
17.9837,1.45412
18.0237,1.4488
18.0637,1.43558
18.1037,1.43006
18.1426,1.40912
18.1754,1.39278
18.2031,1.36691
18.2334,1.337
18.2734,1.27537
18.3134,1.26207
18.3534,1.24876
18.3931,1.23313
18.4231,1.21767
18.4581,1.1889
18.4873,1.17626
18.5107,1.16733
18.5283,1.15232
18.5436,1.10545
18.5836,1.0893
18.6232,1.07134
18.6564,1.06546
18.6766,1.05519
18.6947,1.0448
18.711,1.03502
18.7262,1.02771
18.7394,1.01957
18.7515,1.00985
18.765,0.99881
18.7795,0.990844
18.7928,0.956776
18.827,0.945837
18.8538,0.932322
18.8806,0.924925
18.8976,0.915899
18.914,0.891172
18.9432,0.869047
18.9785,0.850707
19.0118,0.84013
19.0392,0.78423
19.0792,0.77997
19.1192,0.774053
19.1568,0.719026
19.1968,0.703468
19.2368,0.694834
19.2768,0.680995
19.3168,0.677316
19.3568,0.666622
19.3932,0.659257
19.4198,0.648642
19.4467,0.61585
19.4736,0.6091
19.5136,0.606141
19.5475,0.599977
19.5813,0.583784
19.6142,0.579337
19.6388,0.5668
19.6705,0.54232
19.7105,0.535834
19.7505,0.532697
19.7845,0.527338
19.8133,0.515467
19.8495,0.502654
19.8895,0.500137
19.9252,0.498374
19.9527,0.490081
19.9832,0.481843
20.0167,0.46797
20.0567,0.465907
20.0967,0.466494
20.1299,0.466674
20.1562,0.461714
20.1918,0.4474
20.2318,0.44667
20.2718,0.447998
20.3118,0.447233
20.3419,0.444087
20.3754,0.44392
20.4035,0.442113
20.4317,0.439444
20.4659,0.439452
20.494,0.441003
20.518,0.442407
20.5376,0.441406
20.5616,0.442056
20.5829,0.441827
20.6012,0.436956
20.6282,0.436012
20.6547,0.43457
20.6714,0.424147
20.7114,0.424212
20.7456,0.425417
20.7696,0.426477
20.7928,0.426774
20.81,0.426006
20.8284,0.427799
20.8427,0.430827
20.8557,0.430407
20.8692,0.43109
20.8788,0.432951
20.8905,0.432618
20.904,0.433346
20.9172,0.435275
20.9303,0.437156
20.939,0.438081
20.95,0.441688
20.958,0.441856
20.9679,0.442936
20.9759,0.445137
20.9858,0.436346
21.0068,0.440101
21.0208,0.441105
21.0349,0.44308
21.0482,0.442977
21.0619,0.443624
21.0743,0.444851
21.0866,0.43019
21.1146,0.432791
21.1342,0.430597
21.1539,0.432554
21.1696,0.435057
21.1815,0.434042
21.1954,0.43478
21.2077,0.437367
21.2179,0.43611
21.2328,0.431232
21.2494,0.429028
21.2704,0.428886
21.2849,0.431341
21.2971,0.43423
21.3061,0.43799
21.3141,0.439281
21.3224,0.442196
21.3305,0.438962
21.3438,0.440041
21.3559,0.442597
21.3667,0.443971
21.3767,0.446599
21.3864,0.446614
21.3972,0.451021
21.4055,0.452245
21.4143,0.454778
21.4233,0.459189
21.4313,0.461757
21.4393,0.464291
21.4473,0.463993
21.4566,0.468428
21.4646,0.472299
21.4726,0.475439
21.4806,0.474488
21.4886,0.477327
21.4966,0.481076
21.5046,0.481861
21.5126,0.482552
21.5218,0.48515
21.5306,0.482995
21.5427,0.485611
21.553,0.485425
21.5644,0.488939
21.5732,0.464482
21.6044,0.467617
21.6243,0.46186
21.6454,0.457324
21.6654,0.46091
21.6785,0.461506
21.6901,0.462571
21.7001,0.457524
21.7144,0.452906
21.7303,0.45629
21.7412,0.454068
21.7534,0.454203
21.7646,0.457708
21.7727,0.45546
21.7832,0.455873
21.7935,0.450539
21.8073,0.452994
21.8176,0.454101
21.8269,0.456785
21.8349,0.411988
21.8749,0.382796
21.9149,0.379356
21.9544,0.370727
21.9864,0.362608
22.0141,0.363623
22.0329,0.36406
22.0477,0.364706
22.0596,0.368331
22.068,0.371683
22.0766,0.372379
22.0846,0.376002
22.0926,0.378925
22.1006,0.382504
22.1086,0.379175
22.1166,0.378289
22.1246,0.374872
22.1369,0.365373
22.1579,0.365594
22.1747,0.36744
22.1876,0.369932
22.198,0.369898
22.2099,0.369206
22.2239,0.371582
22.2352,0.374325
22.2441,0.376751
22.2532,0.377899
22.2613,0.375033
22.2783,0.377752
22.2933,0.380802
22.3029,0.382238
22.3135,0.383777
22.3255,0.387713
22.3335,0.390754
22.3416,0.394659
22.3496,0.397688
22.3576,0.400247
22.3656,0.402782
22.3736,0.402623
22.3847,0.405048
22.3955,0.407846
22.4042,0.402335
22.4231,0.404811
22.4378,0.408247
22.448,0.408558
22.4597,0.410824
22.4705,0.412502
22.4797,0.416181
22.4877,0.419304
22.4957,0.418932
22.5042,0.418409
22.5163,0.412397
22.5349,0.410415
22.5519,0.405049
22.5718,0.405335
22.5883,0.405391
22.6013,0.40621
22.6131,0.400988
22.6288,0.396332
22.6466,0.395749
22.6614,0.390327
22.6782,0.389441
22.6934,0.392006
22.7033,0.386199
22.7183,0.38532
22.7305,0.387703
22.7392,0.386671
22.7501,0.385381
22.7602,0.385135
22.7706,0.377924
22.7854,0.37771
22.7988,0.373678
22.8128,0.369932
22.8286,0.371153
22.8389,0.370475
22.8498,0.36912
22.8588,0.365099
22.8735,0.357908
22.8906,0.35672
22.9057,0.350123
22.9231,0.348733
22.9385,0.347289
22.9512,0.346744
22.9633,0.345452
22.9743,0.333485
22.9954,0.330009
