s,dv2o
6.45089,0.298318
6.49089,0.301209
6.53089,0.304098
6.57089,0.308044
6.61089,0.310881
6.65089,0.3135
6.69089,0.315997
6.73089,0.318863
6.77089,0.321218
6.81089,0.323585
6.85089,0.325828
6.89089,0.328157
6.93089,0.330182
6.97089,0.332138
7.01089,0.333619
7.05089,0.334808
7.09089,0.33817
7.13089,0.340011
7.17089,0.342039
7.21089,0.344542
7.25089,0.346958
7.29089,0.351411
7.33089,0.352909
7.37089,0.355286
7.41089,0.357391
7.45089,0.360716
7.49089,0.364252
7.53089,0.370522
7.57089,0.371953
7.61089,0.37491
7.65089,0.392099
7.69089,0.429228
7.73089,0.431222
7.77089,0.436978
7.81089,0.43867
7.85089,0.444081
7.89089,0.445724
7.93089,0.493413
7.97089,0.593674
8.01089,0.601646
8.05089,0.600348
8.09089,0.599888
8.13089,0.596673
8.17089,0.593346
8.21089,0.605522
8.25089,0.652324
8.29089,0.755145
8.33089,0.767633
8.37089,0.765603
8.41089,0.763115
8.45089,0.763046
8.49089,0.790097
8.53089,0.790973
8.57089,0.808684
8.61089,0.810377
8.65089,0.818014
8.69089,0.838794
8.73089,0.84224
8.77089,0.844205
8.81089,0.851304
8.85089,0.85758
8.89089,0.860944
8.93089,0.873853
8.97089,0.875669
9.01089,0.883394
9.05089,0.890492
9.09089,0.905293
9.13089,0.909226
9.17089,0.911938
9.21089,0.913393
9.25089,0.921943
9.29089,0.930735
9.33089,0.938328
9.37089,0.953532
9.40004,0.963909
9.41891,0.98398
9.43125,0.993656
9.44023,1.00361
9.44823,1.02118
9.45623,1.02943
9.46423,1.03951
9.47223,1.05043
9.48023,1.07866
9.49106,1.10362
9.50558,1.11232
9.51767,1.11636
9.52687,1.1239
9.53581,1.14616
9.55018,1.16132
9.56537,1.16916
9.57845,1.18462
9.5937,1.22895
9.62468,1.24668
9.65237,1.25479
9.67378,1.26903
9.69447,1.38639
9.73447,1.3898
9.77447,1.38237
9.81447,1.38524
9.85447,1.37961
9.89447,1.37854
9.9082,1.37045
9.9162,1.37392
9.9242,1.37615
9.9322,1.37662
9.9402,1.38376
9.95121,1.38873
9.96411,1.38835
9.97366,1.40436
9.99493,1.40833
10.0128,1.41126
10.0276,1.42367
10.0492,1.4284
10.0677,1.43513
10.0865,1.44718
10.1104,1.46443
10.1414,1.47337
10.168,1.47661
10.1882,1.48922
10.2165,1.51345
10.2536,1.51934
10.2839,1.536
10.3137,1.53899
10.3344,1.54356
10.3565,1.56688
10.3906,1.58957
10.4246,1.60169
10.4592,1.60064
10.4781,1.61415
10.502,1.62235
10.5241,1.63865
10.5519,1.65442
10.5785,1.6759
10.6168,1.67851
10.6396,1.68809
10.6614,1.69434
10.6802,1.69875
10.6955,1.71203
10.7159,1.72215
10.7363,1.72901
10.7545,1.75252
10.7849,1.75273
10.8019,1.75998
10.8182,1.76008
10.8292,1.77422
10.8467,1.78046
10.8625,1.79203
10.8808,1.80055
10.8985,1.81665
10.921,1.8349
10.9475,1.84226
10.9686,1.84937
10.9866,1.85454
11.0016,1.8577
11.0138,1.86305
11.0258,1.86632
11.0363,1.88562
11.0561,1.89293
11.079,1.92862
11.1118,1.95468
11.1487,1.95683
11.1701,1.96864
11.1915,1.98969
11.2178,2.00782
