s,dv2o
16.4847,0.450788
16.5217,0.457634
16.5578,0.485462
16.5978,0.48395
16.6378,0.483291
16.6736,0.484003
16.7094,0.493081
16.7344,0.494644
16.7708,0.509433
16.7969,0.510283
16.8159,0.50975
16.8306,0.510363
16.8454,0.509818
16.8559,0.516087
16.8733,0.517347
16.888,0.522591
16.9067,0.520734
16.9192,0.519271
16.9317,0.532149
16.9532,0.533868
16.9737,0.535259
16.9883,0.53435
17.0011,0.538759
17.0158,0.568738
17.0558,0.572875
17.088,0.618324
17.128,0.658886
17.168,0.665042
17.208,0.663649
17.248,0.674405
17.288,0.681233
17.328,0.679163
17.3534,0.677908
17.3788,0.677898
17.3889,0.678945
17.3994,0.693312
17.4185,0.692079
17.4315,0.6953
17.4468,0.70561
17.4653,0.712508
17.4831,0.712862
17.5001,0.726294
17.5189,0.729824
17.536,0.728676
17.553,0.732252
17.564,0.731164
17.5725,0.738836
17.5811,0.755012
17.6037,0.760175
17.6234,0.766391
17.6424,0.770016
17.6579,0.778575
17.6757,0.77973
17.6892,0.781907
17.7022,0.787944
17.7156,0.794627
17.7311,0.803124
17.7471,0.81211
17.763,0.840318
17.7939,0.841398
17.8247,0.869319
17.8484,0.899348
17.8852,0.898697
17.9069,0.899913
17.9228,0.899525
17.9348,0.900916
17.9448,0.909912
17.9588,0.915027
17.9717,0.916604
17.9827,0.931933
17.9999,0.931761
18.0132,0.937978
18.0263,0.953967
18.0451,0.964588
18.0642,0.96645
18.0785,0.965046
18.0896,0.964793
18.0978,0.976003
18.1119,0.982644
18.1253,0.999659
18.1444,1.00587
18.1613,1.04921
18.1968,1.07926
18.2347,1.10177
18.2701,1.11099
18.296,1.13483
18.3257,1.16598
18.363,1.33379
18.403,1.32824
18.443,1.32296
18.483,1.31821
18.523,1.35099
18.563,1.35116
18.6012,1.36539
18.6312,1.39274
18.6649,1.47182
18.7049,1.48555
18.7449,1.48608
18.7822,1.49326
18.8089,1.50766
18.8341,1.52196
18.8577,1.54497
18.8844,1.55027
18.9049,1.59797
18.9254,1.62719
18.9654,1.64833
19.0054,1.6464
19.0314,1.66111
19.0582,1.67539
19.0826,1.70916
19.1179,1.71701
19.1433,1.71769
19.1615,1.72582
19.1789,1.72629
19.1913,1.72926
19.2035,1.72867
19.2138,1.73831
19.2267,1.73772
19.2369,1.7524
19.2471,1.78637
19.2795,1.82061
19.3195,1.82952
19.3595,1.90477
19.3995,1.90437
19.4395,1.90485
19.473,1.90787
19.4976,1.90735
19.5146,1.92387
19.5397,1.92189
19.5576,1.93063
19.5764,1.95079
19.6031,1.97163
19.6359,2.02743
